Timezones are UTC,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
1602324000.0,2020-10-10 10-AM,BTCUSD,11399.89,11399.89,11288.01,11288.06,0.0181,204.4
1602320400.0,2020-10-10 09-AM,BTCUSD,11399.98,11399.98,11399.88,11399.89,0.01108,126.36
1602316800.0,2020-10-10 08-AM,BTCUSD,11399.98,11399.98,11399.98,11399.98,0.0,0.0
1602313200.0,2020-10-10 07-AM,BTCUSD,11255,11400,10601.77,11399.98,0.2325,2649.45
1602309600.0,2020-10-10 06-AM,BTCUSD,11255,11255,11255,11255,0.0,0.0
1602306000.0,2020-10-10 05-AM,BTCUSD,11255,11255,11255,11255,0.0,0.0
1602302400.0,2020-10-10 04-AM,BTCUSD,11255,11255,11255,11255,0.0,0.0
1602298800.0,2020-10-10 03-AM,BTCUSD,11255,11255,11255,11255,0.1121,1262.23
1602295200.0,2020-10-10 02-AM,BTCUSD,11097.76,11255,11097.76,11255,0.6032,6768.44
1602291600.0,2020-10-10 01-AM,BTCUSD,11097.76,11097.76,11097.76,11097.76,0.0,0.0
1602288000.0,2020-10-10 12-AM,BTCUSD,11097.76,11097.76,11097.76,11097.76,0.0,0.0
1602284400.0,2020-10-09 11-PM,BTCUSD,11097.76,11097.76,11097.76,11097.76,0.0,0.0
1602280800.0,2020-10-09 10-PM,BTCUSD,11097.76,11097.76,11097.76,11097.76,0.0,0.0
1602277200.0,2020-10-09 09-PM,BTCUSD,11097.76,11097.76,11097.76,11097.76,0.0,0.0
1602273600.0,2020-10-09 08-PM,BTCUSD,11097.76,11097.76,11097.76,11097.76,0.0,0.0
1602270000.0,2020-10-09 07-PM,BTCUSD,10954.89,11097.76,10954.89,11097.76,0.01518,168.47
1602266400.0,2020-10-09 06-PM,BTCUSD,10954.89,10954.89,10954.89,10954.89,0.0,0.0
1602262800.0,2020-10-09 05-PM,BTCUSD,10954.89,10954.89,10954.89,10954.89,0.0,0.0
1602259200.0,2020-10-09 04-PM,BTCUSD,10954.89,10954.89,10954.89,10954.89,0.0,0.0
1602255600.0,2020-10-09 03-PM,BTCUSD,10954.89,10954.89,10954.89,10954.89,0.0,0.0
1602252000.0,2020-10-09 02-PM,BTCUSD,10954.89,10954.89,10954.89,10954.89,0.0,0.0
1602248400.0,2020-10-09 01-PM,BTCUSD,10954.89,10954.89,10954.89,10954.89,0.0,0.0
1602244800.0,2020-10-09 12-PM,BTCUSD,10954.89,10954.89,10954.89,10954.89,0.0,0.0
1602241200.0,2020-10-09 11-AM,BTCUSD,10954.89,10954.89,10902.79,10954.89,0.00981,107.09
1602237600.0,2020-10-09 10-AM,BTCUSD,10848.99,10954.89,10848.99,10954.89,0.0008042,8.81
1602234000.0,2020-10-09 09-AM,BTCUSD,10848.99,10848.99,10848.99,10848.99,0.0,0.0
1602230400.0,2020-10-09 08-AM,BTCUSD,10849,10849,10848.99,10848.99,0.002838,30.79
1602226800.0,2020-10-09 07-AM,BTCUSD,10849,10849,10849,10849,0.0,0.0
1602223200.0,2020-10-09 06-AM,BTCUSD,10850,10850,10849,10849,0.00618,67.05
1602219600.0,2020-10-09 05-AM,BTCUSD,10850,10850,10850,10850,0.0,0.0
1602216000.0,2020-10-09 04-AM,BTCUSD,10850,10850,10850,10850,0.01185,128.55
1602212400.0,2020-10-09 03-AM,BTCUSD,10850,10850,10850,10850,0.0,0.0
1602208800.0,2020-10-09 02-AM,BTCUSD,10850,10850,10850,10850,0.0551,597.79
1602205200.0,2020-10-09 01-AM,BTCUSD,10850,10850,10850,10850,0.0,0.0
1602201600.0,2020-10-09 12-AM,BTCUSD,10850,10850,10850,10850,0.02902,314.91
1602198000.0,2020-10-08 11-PM,BTCUSD,10850,10850,10850,10850,0.01966,213.3
1602194400.0,2020-10-08 10-PM,BTCUSD,10850,10850,10850,10850,0.1673,1815.43
1602190800.0,2020-10-08 09-PM,BTCUSD,10850,10850,10850,10850,0.0,0.0
1602187200.0,2020-10-08 08-PM,BTCUSD,10850,10850,10850,10850,0.00837,90.81
1602183600.0,2020-10-08 07-PM,BTCUSD,10850,10850,10850,10850,0.01445,156.73
1602180000.0,2020-10-08 06-PM,BTCUSD,10555.01,10850,10555.01,10850,0.04097,444.52
1602176400.0,2020-10-08 05-PM,BTCUSD,10841.16,10942.83,10555.01,10555.01,0.004241,45.89
1602172800.0,2020-10-08 04-PM,BTCUSD,10841.16,10841.16,10841.16,10841.16,0.0,0.0
1602169200.0,2020-10-08 03-PM,BTCUSD,10841.16,10841.16,10841.16,10841.16,0.0,0.0
1602165600.0,2020-10-08 02-PM,BTCUSD,10709.27,10900,10709.27,10841.16,0.06173,669.92
1602162000.0,2020-10-08 01-PM,BTCUSD,10626.02,10709.27,10626.02,10709.27,0.0009338,10.0
1602158400.0,2020-10-08 12-PM,BTCUSD,10626.02,10626.02,10626.02,10626.02,0.0,0.0
1602154800.0,2020-10-08 11-AM,BTCUSD,10626.02,10626.02,10626.02,10626.02,0.0,0.0
1602151200.0,2020-10-08 10-AM,BTCUSD,10626.02,10626.02,10626.02,10626.02,0.0,0.0
1602147600.0,2020-10-08 09-AM,BTCUSD,10626.02,10626.02,10626.02,10626.02,0.0,0.0
1602144000.0,2020-10-08 08-AM,BTCUSD,10626.02,10626.02,10626.02,10626.02,0.0,0.0
1602140400.0,2020-10-08 07-AM,BTCUSD,10632.94,10632.94,10626.02,10626.02,0.002817,29.94
1602136800.0,2020-10-08 06-AM,BTCUSD,10632.94,10632.94,10632.94,10632.94,0.0,0.0
1602133200.0,2020-10-08 05-AM,BTCUSD,10632.94,10632.94,10632.94,10632.94,0.0,0.0
1602129600.0,2020-10-08 04-AM,BTCUSD,10632.94,10632.94,10632.94,10632.94,0.0,0.0
1602126000.0,2020-10-08 03-AM,BTCUSD,10632.94,10632.94,10632.94,10632.94,0.0,0.0
1602122400.0,2020-10-08 02-AM,BTCUSD,10632.94,10632.94,10632.94,10632.94,0.0,0.0
1602118800.0,2020-10-08 01-AM,BTCUSD,10632.94,10632.94,10632.94,10632.94,0.0,0.0
1602115200.0,2020-10-08 12-AM,BTCUSD,10632.94,10632.94,10632.94,10632.94,0.0,0.0
1602111600.0,2020-10-07 11-PM,BTCUSD,10632.94,10632.94,10632.94,10632.94,0.0,0.0
1602108000.0,2020-10-07 10-PM,BTCUSD,10632.94,10632.94,10632.94,10632.94,0.0,0.0
1602104400.0,2020-10-07 09-PM,BTCUSD,10632.94,10632.94,10632.94,10632.94,0.0,0.0
1602100800.0,2020-10-07 08-PM,BTCUSD,10632.94,10632.94,10632.94,10632.94,0.0,0.0
1602097200.0,2020-10-07 07-PM,BTCUSD,10648.2,10648.2,10632.94,10632.94,0.00122,12.97
1602093600.0,2020-10-07 06-PM,BTCUSD,10650.03,10650.03,10648.2,10648.2,0.008137,86.64
1602090000.0,2020-10-07 05-PM,BTCUSD,10650.03,10650.03,10650.03,10650.03,0.0,0.0
1602086400.0,2020-10-07 04-PM,BTCUSD,10650.03,10650.03,10650.03,10650.03,0.0,0.0
1602082800.0,2020-10-07 03-PM,BTCUSD,10650.03,10650.03,10650.03,10650.03,0.0,0.0
1602079200.0,2020-10-07 02-PM,BTCUSD,10650.03,10650.03,10650.03,10650.03,0.0,0.0
1602075600.0,2020-10-07 01-PM,BTCUSD,10650.03,10650.03,10650.03,10650.03,0.0,0.0
1602072000.0,2020-10-07 12-PM,BTCUSD,10650.03,10650.03,10650.03,10650.03,0.0,0.0
1602068400.0,2020-10-07 11-AM,BTCUSD,10650.03,10650.03,10650.03,10650.03,0.0,0.0
1602064800.0,2020-10-07 10-AM,BTCUSD,10650.03,10650.03,10650.03,10650.03,0.0,0.0
1602061200.0,2020-10-07 09-AM,BTCUSD,10650.03,10650.03,10650.03,10650.03,0.0,0.0
1602057600.0,2020-10-07 08-AM,BTCUSD,10650.03,10650.03,10650.03,10650.03,0.0,0.0
1602054000.0,2020-10-07 07-AM,BTCUSD,10650.03,10650.03,10650.03,10650.03,0.0,0.0
1602050400.0,2020-10-07 06-AM,BTCUSD,10601.44,10650.03,10601.44,10650.03,0.008137,86.66
1602046800.0,2020-10-07 05-AM,BTCUSD,10555,10601.45,10555,10601.44,0.007071,74.9
1602043200.0,2020-10-07 04-AM,BTCUSD,10555,10555,10555,10555,0.0,0.0
1602039600.0,2020-10-07 03-AM,BTCUSD,10555,10555,10555,10555,0.0,0.0
1602036000.0,2020-10-07 02-AM,BTCUSD,10555,10555,10555,10555,0.0,0.0
1602032400.0,2020-10-07 01-AM,BTCUSD,10555,10555,10555,10555,0.0,0.0
1602028800.0,2020-10-07 12-AM,BTCUSD,10555,10555,10555,10555,0.0,0.0
1602025200.0,2020-10-06 11-PM,BTCUSD,10555,10555,10555,10555,0.0,0.0
1602021600.0,2020-10-06 10-PM,BTCUSD,10555,10555,10555,10555,0.0,0.0
1602018000.0,2020-10-06 09-PM,BTCUSD,10555,10555,10555,10555,0.0,0.0
1602014400.0,2020-10-06 08-PM,BTCUSD,10639.91,10639.91,10555,10555,0.1687,1781.13
1602010800.0,2020-10-06 07-PM,BTCUSD,10784.83,10784.83,10639.91,10639.91,0.001269,13.5
1602007200.0,2020-10-06 06-PM,BTCUSD,10671.3,10784.83,10671.3,10784.83,0.006415,69.18
1602003600.0,2020-10-06 05-PM,BTCUSD,10671.3,10671.3,10671.3,10671.3,0.0,0.0
1602000000.0,2020-10-06 04-PM,BTCUSD,10671.3,10671.3,10671.3,10671.3,0.0,0.0
1601996400.0,2020-10-06 03-PM,BTCUSD,10671.3,10671.3,10671.3,10671.3,0.0,0.0
1601992800.0,2020-10-06 02-PM,BTCUSD,10671.3,10671.3,10671.3,10671.3,0.0,0.0
1601989200.0,2020-10-06 01-PM,BTCUSD,10671.3,10671.3,10671.3,10671.3,0.0,0.0
1601985600.0,2020-10-06 12-PM,BTCUSD,10659.27,10671.3,10659.27,10671.3,0.2441,2604.39
1601982000.0,2020-10-06 11-AM,BTCUSD,10750,10750,10635.39,10659.27,0.4002,4265.9
1601978400.0,2020-10-06 10-AM,BTCUSD,10750,10750,10750,10750,0.0,0.0
1601974800.0,2020-10-06 09-AM,BTCUSD,10750,10750,10750,10750,0.0,0.0
1601971200.0,2020-10-06 08-AM,BTCUSD,10750,10750,10750,10750,0.0,0.0
1601967600.0,2020-10-06 07-AM,BTCUSD,10727.14,10750,10727.14,10750,0.17,1827.5
1601964000.0,2020-10-06 06-AM,BTCUSD,10727.14,10727.14,10727.14,10727.14,0.0,0.0
1601960400.0,2020-10-06 05-AM,BTCUSD,10727.14,10727.14,10727.14,10727.14,0.0,0.0
1601956800.0,2020-10-06 04-AM,BTCUSD,10727.14,10727.14,10727.14,10727.14,0.0,0.0
1601953200.0,2020-10-06 03-AM,BTCUSD,10727.14,10727.14,10727.14,10727.14,0.0,0.0
1601949600.0,2020-10-06 02-AM,BTCUSD,10727.14,10727.14,10727.14,10727.14,0.0,0.0
1601946000.0,2020-10-06 01-AM,BTCUSD,10727.14,10727.14,10727.14,10727.14,0.0,0.0
1601942400.0,2020-10-06 12-AM,BTCUSD,10727.14,10727.14,10727.14,10727.14,0.0,0.0
1601938800.0,2020-10-05 11-PM,BTCUSD,10727.14,10727.14,10727.14,10727.14,0.0,0.0
1601935200.0,2020-10-05 10-PM,BTCUSD,10800,10800,10727.14,10727.14,0.01559,167.28
1601931600.0,2020-10-05 09-PM,BTCUSD,10800,10800,10800,10800,0.0,0.0
1601928000.0,2020-10-05 08-PM,BTCUSD,10798.68,10800,10798.68,10800,0.001853,20.01
1601924400.0,2020-10-05 07-PM,BTCUSD,10798.68,10798.68,10798.68,10798.68,0.0,0.0
1601920800.0,2020-10-05 06-PM,BTCUSD,10798.68,10798.68,10798.68,10798.68,0.0,0.0
1601917200.0,2020-10-05 05-PM,BTCUSD,10798.68,10798.68,10798.68,10798.68,0.0,0.0
1601913600.0,2020-10-05 04-PM,BTCUSD,10798.68,10798.68,10798.68,10798.68,0.0,0.0
1601910000.0,2020-10-05 03-PM,BTCUSD,10798.68,10798.68,10798.68,10798.68,0.0,0.0
1601906400.0,2020-10-05 02-PM,BTCUSD,10717,10798.68,10717,10798.68,0.01566,169.09
1601902800.0,2020-10-05 01-PM,BTCUSD,10717,10717,10717,10717,0.004749,50.9
1601899200.0,2020-10-05 12-PM,BTCUSD,10717,10717,10717,10717,0.0,0.0
1601895600.0,2020-10-05 11-AM,BTCUSD,10631.4,10717,10631.4,10717,0.0004665,5.0
1601892000.0,2020-10-05 10-AM,BTCUSD,10631.4,10631.4,10631.4,10631.4,0.0,0.0
1601888400.0,2020-10-05 09-AM,BTCUSD,10631.4,10631.4,10631.4,10631.4,0.0,0.0
1601884800.0,2020-10-05 08-AM,BTCUSD,10631.4,10631.4,10631.4,10631.4,0.0,0.0
1601881200.0,2020-10-05 07-AM,BTCUSD,10569.17,10631.4,10569.17,10631.4,0.0009406,10.0
1601877600.0,2020-10-05 06-AM,BTCUSD,10569.17,10569.17,10569.17,10569.17,0.0,0.0
1601874000.0,2020-10-05 05-AM,BTCUSD,10569.17,10569.17,10569.17,10569.17,0.0,0.0
1601870400.0,2020-10-05 04-AM,BTCUSD,10569.17,10569.17,10569.17,10569.17,0.0,0.0
1601866800.0,2020-10-05 03-AM,BTCUSD,10569.17,10569.17,10569.17,10569.17,0.0,0.0
1601863200.0,2020-10-05 02-AM,BTCUSD,10569.17,10569.17,10569.17,10569.17,0.0,0.0
1601859600.0,2020-10-05 01-AM,BTCUSD,10569.17,10569.17,10569.17,10569.17,0.0,0.0
1601856000.0,2020-10-05 12-AM,BTCUSD,10569.17,10569.17,10569.17,10569.17,0.0,0.0
1601852400.0,2020-10-04 11-PM,BTCUSD,10569.17,10569.17,10569.17,10569.17,0.0,0.0
1601848800.0,2020-10-04 10-PM,BTCUSD,10569.17,10569.17,10569.17,10569.17,0.0,0.0
1601845200.0,2020-10-04 09-PM,BTCUSD,10569.17,10569.17,10569.17,10569.17,0.0,0.0
1601841600.0,2020-10-04 08-PM,BTCUSD,10569.17,10569.17,10569.17,10569.17,0.0,0.0
1601838000.0,2020-10-04 07-PM,BTCUSD,10569.17,10569.17,10569.17,10569.17,0.0,0.0
1601834400.0,2020-10-04 06-PM,BTCUSD,10550,10569.17,10550,10569.17,0.03682,389.11
1601830800.0,2020-10-04 05-PM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601827200.0,2020-10-04 04-PM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601823600.0,2020-10-04 03-PM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601820000.0,2020-10-04 02-PM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601816400.0,2020-10-04 01-PM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601812800.0,2020-10-04 12-PM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601809200.0,2020-10-04 11-AM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601805600.0,2020-10-04 10-AM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601802000.0,2020-10-04 09-AM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601798400.0,2020-10-04 08-AM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601794800.0,2020-10-04 07-AM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601791200.0,2020-10-04 06-AM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601787600.0,2020-10-04 05-AM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601784000.0,2020-10-04 04-AM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601780400.0,2020-10-04 03-AM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601776800.0,2020-10-04 02-AM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601773200.0,2020-10-04 01-AM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601769600.0,2020-10-04 12-AM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601766000.0,2020-10-03 11-PM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601762400.0,2020-10-03 10-PM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601758800.0,2020-10-03 09-PM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601755200.0,2020-10-03 08-PM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601751600.0,2020-10-03 07-PM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601748000.0,2020-10-03 06-PM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601744400.0,2020-10-03 05-PM,BTCUSD,10550,10550,10550,10550,0.0,0.0
1601740800.0,2020-10-03 04-PM,BTCUSD,10648.35,10648.35,10550,10550,1.557,16426.83
1601737200.0,2020-10-03 03-PM,BTCUSD,10648.35,10648.35,10648.35,10648.35,0.0,0.0
1601733600.0,2020-10-03 02-PM,BTCUSD,10648.35,10648.35,10648.35,10648.35,0.0,0.0
1601730000.0,2020-10-03 01-PM,BTCUSD,10648.35,10648.35,10648.35,10648.35,0.0,0.0
1601726400.0,2020-10-03 12-PM,BTCUSD,10648.35,10648.35,10648.35,10648.35,0.0,0.0
1601722800.0,2020-10-03 11-AM,BTCUSD,10648.35,10648.35,10648.35,10648.35,0.0,0.0
1601719200.0,2020-10-03 10-AM,BTCUSD,10060.01,10648.35,10060.01,10648.35,0.009044,96.3
1601715600.0,2020-10-03 09-AM,BTCUSD,10454.09,10502.02,10060.01,10060.01,0.1299,1342.12
1601712000.0,2020-10-03 08-AM,BTCUSD,10454.09,10454.09,10454.09,10454.09,0.0,0.0
1601708400.0,2020-10-03 07-AM,BTCUSD,10454.09,10454.09,10454.09,10454.09,0.0,0.0
1601704800.0,2020-10-03 06-AM,BTCUSD,10454.09,10454.09,10454.09,10454.09,0.0,0.0
1601701200.0,2020-10-03 05-AM,BTCUSD,10454.09,10454.09,10454.09,10454.09,0.0,0.0
1601697600.0,2020-10-03 04-AM,BTCUSD,10454.09,10454.09,10454.09,10454.09,0.0,0.0
1601694000.0,2020-10-03 03-AM,BTCUSD,10454.09,10454.09,10454.09,10454.09,0.0,0.0
1601690400.0,2020-10-03 02-AM,BTCUSD,10454.09,10454.09,10454.09,10454.09,0.0,0.0
1601686800.0,2020-10-03 01-AM,BTCUSD,10454.09,10454.09,10454.09,10454.09,0.0,0.0
1601683200.0,2020-10-03 12-AM,BTCUSD,10454.09,10454.09,10454.09,10454.09,0.0,0.0
1601679600.0,2020-10-02 11-PM,BTCUSD,10454.09,10454.09,10454.09,10454.09,0.0,0.0
1601676000.0,2020-10-02 10-PM,BTCUSD,10454.09,10454.09,10454.09,10454.09,0.0,0.0
1601672400.0,2020-10-02 09-PM,BTCUSD,10400,10454.09,10400,10454.09,0.0007478,7.817
1601668800.0,2020-10-02 08-PM,BTCUSD,10400,10400,10400,10400,0.0,0.0
1601665200.0,2020-10-02 07-PM,BTCUSD,10400,10400,10400,10400,0.0,0.0
1601661600.0,2020-10-02 06-PM,BTCUSD,10400,10400,10400,10400,0.0,0.0
1601658000.0,2020-10-02 05-PM,BTCUSD,10400,10400,10400,10400,0.0,0.0
1601654400.0,2020-10-02 04-PM,BTCUSD,10400,10400,10400,10400,0.0,0.0
1601650800.0,2020-10-02 03-PM,BTCUSD,10400,10400,10400,10400,0.0,0.0
1601647200.0,2020-10-02 02-PM,BTCUSD,10400,10400,10400,10400,0.0,0.0
1601643600.0,2020-10-02 01-PM,BTCUSD,10400,10400,10400,10400,0.0,0.0
1601640000.0,2020-10-02 12-PM,BTCUSD,10537.9,10537.9,10400,10400,0.06196,644.91
1601636400.0,2020-10-02 11-AM,BTCUSD,10375.65,10537.9,10375.65,10537.9,0.001309,13.73
1601632800.0,2020-10-02 10-AM,BTCUSD,10565.02,10565.02,10375.65,10375.65,0.01529,158.62
1601629200.0,2020-10-02 09-AM,BTCUSD,10565.02,10565.02,10565.02,10565.02,0.0,0.0
1601625600.0,2020-10-02 08-AM,BTCUSD,10051.01,10565.02,10051.01,10565.02,0.28,2958.21
1601622000.0,2020-10-02 07-AM,BTCUSD,10502,10502,10051.01,10051.01,0.3005,3036.18
1601618400.0,2020-10-02 06-AM,BTCUSD,10502,10502,10502,10502,0.0,0.0
1601614800.0,2020-10-02 05-AM,BTCUSD,10637.08,10637.08,10502,10502,0.1145,1202.77
1601611200.0,2020-10-02 04-AM,BTCUSD,10637.08,10637.08,10637.08,10637.08,0.0,0.0
1601607600.0,2020-10-02 03-AM,BTCUSD,10637.08,10637.08,10637.08,10637.08,0.0,0.0
1601604000.0,2020-10-02 02-AM,BTCUSD,10637.08,10637.08,10637.08,10637.08,0.0,0.0
1601600400.0,2020-10-02 01-AM,BTCUSD,10637.08,10637.08,10637.08,10637.08,0.0,0.0
1601596800.0,2020-10-02 12-AM,BTCUSD,10637.08,10637.08,10637.08,10637.08,0.0,0.0
1601593200.0,2020-10-01 11-PM,BTCUSD,10637.08,10637.08,10637.08,10637.08,0.0,0.0
1601589600.0,2020-10-01 10-PM,BTCUSD,10637.08,10637.08,10637.08,10637.08,0.0,0.0
1601586000.0,2020-10-01 09-PM,BTCUSD,10637.08,10637.08,10637.08,10637.08,0.0,0.0
1601582400.0,2020-10-01 08-PM,BTCUSD,10507.77,10637.08,10507.77,10637.08,0.01207,128.4
1601578800.0,2020-10-01 07-PM,BTCUSD,10507.77,10507.77,10507.77,10507.77,0.0,0.0
1601575200.0,2020-10-01 06-PM,BTCUSD,10507.77,10507.77,10507.77,10507.77,0.01533,161.12
1601571600.0,2020-10-01 05-PM,BTCUSD,10507.77,10507.77,10507.77,10507.77,0.0,0.0
1601568000.0,2020-10-01 04-PM,BTCUSD,10947.63,10947.63,10507.77,10507.77,0.05831,623.52
1601564400.0,2020-10-01 03-PM,BTCUSD,10900,10947.63,10900,10947.63,0.009648,105.62
1601560800.0,2020-10-01 02-PM,BTCUSD,10900,10900,10900,10900,0.0,0.0
1601557200.0,2020-10-01 01-PM,BTCUSD,10900,10900,10900,10900,0.0,0.0
1601553600.0,2020-10-01 12-PM,BTCUSD,10900,10900,10900,10900,0.0,0.0
1601550000.0,2020-10-01 11-AM,BTCUSD,10900,10900,10900,10900,0.0,0.0
1601546400.0,2020-10-01 10-AM,BTCUSD,10900,10900,10900,10900,0.003469,37.81
1601542800.0,2020-10-01 09-AM,BTCUSD,10900,10900,10900,10900,0.0,0.0
