Gmt time,Open,High,Low,Close,Volume
12.10.2020 12:00:00.000,11213,11213,11213,11213,0.0
12.10.2020 11:00:00.000,11213.57,11213.57,11213,11213,0.05903
12.10.2020 10:00:00.000,11305.14,11305.14,11213.57,11213.57,0.3879
12.10.2020 09:00:00.000,11390,11399.99,11305.14,11305.14,0.01409
12.10.2020 08:00:00.000,11361.31,11390,11361.31,11390,0.001756
12.10.2020 07:00:00.000,11361.31,11361.31,11361.31,11361.31,0.0
12.10.2020 06:00:00.000,11361.31,11361.31,11361.31,11361.31,0.0
12.10.2020 05:00:00.000,11300.05,11361.31,11300.05,11361.31,0.0004983
12.10.2020 04:00:00.000,11300.05,11300.05,11300.05,11300.05,0.0
12.10.2020 03:00:00.000,11300.05,11300.05,11300.05,11300.05,0.0
12.10.2020 02:00:00.000,11300.05,11300.05,11300.05,11300.05,0.0
12.10.2020 01:00:00.000,11300.05,11300.05,11300.05,11300.05,0.0
12.10.2020 00:00:00.000,11300.05,11300.05,11300.05,11300.05,0.0
11.10.2020 23:00:00.000,11300.05,11300.05,11300.05,11300.05,0.0
11.10.2020 22:00:00.000,11300.05,11300.05,11300.05,11300.05,0.0
11.10.2020 21:00:00.000,11400,11400,11300.01,11300.05,0.01361
11.10.2020 20:00:00.000,11400,11400,11400,11400,0.0
11.10.2020 19:00:00.000,11400,11400,11400,11400,0.0
11.10.2020 18:00:00.000,11400,11400,11400,11400,0.0
11.10.2020 17:00:00.000,11400,11400,11400,11400,0.0
11.10.2020 16:00:00.000,11400,11400,11400,11400,0.0
11.10.2020 15:00:00.000,11280.03,11400,11280.03,11400,0.0106
11.10.2020 14:00:00.000,11400,11400,11280.02,11280.03,0.004859
11.10.2020 13:00:00.000,11400,11400,11400,11400,0.0
11.10.2020 12:00:00.000,11400,11400,11400,11400,0.0
11.10.2020 11:00:00.000,11276.25,11400,11276.25,11400,0.1187
11.10.2020 10:00:00.000,11272.3,11290.13,10701.77,11276.25,0.2333
11.10.2020 09:00:00.000,11272.3,11272.3,11272.3,11272.3,0.0
11.10.2020 08:00:00.000,11295.23,11295.23,10845,11272.3,0.05474
11.10.2020 07:00:00.000,11295.23,11295.23,11295.23,11295.23,0.0
11.10.2020 06:00:00.000,11295.23,11295.23,11295.23,11295.23,0.0
11.10.2020 05:00:00.000,11295.23,11295.23,11295.23,11295.23,0.0
11.10.2020 04:00:00.000,11295.23,11295.23,11295.23,11295.23,0.0
11.10.2020 03:00:00.000,11295.23,11295.23,11295.23,11295.23,0.0
11.10.2020 02:00:00.000,11295.23,11295.23,11295.23,11295.23,0.0
11.10.2020 01:00:00.000,11295.23,11295.23,11295.23,11295.23,0.0
11.10.2020 00:00:00.000,11295.23,11295.23,11295.23,11295.23,0.0
10.10.2020 23:00:00.000,11399.99,11399.99,11295.23,11295.23,0.00139
10.10.2020 22:00:00.000,11399.99,11399.99,11399.99,11399.99,0.0
10.10.2020 21:00:00.000,11381.34,11399.99,11381.34,11399.99,0.01663
10.10.2020 20:00:00.000,11381.34,11381.34,11381.34,11381.34,0.0
10.10.2020 19:00:00.000,11381.34,11381.34,11381.34,11381.34,0.0
10.10.2020 18:00:00.000,11381.34,11381.34,11381.34,11381.34,0.0
10.10.2020 17:00:00.000,11381.34,11381.34,11381.34,11381.34,0.0
10.10.2020 16:00:00.000,11381.34,11381.34,11381.34,11381.34,0.0
10.10.2020 15:00:00.000,11288.06,11381.34,11288.06,11381.34,0.01219
10.10.2020 14:00:00.000,11288.06,11288.06,11288.06,11288.06,0.0
10.10.2020 13:00:00.000,11288.06,11288.06,11288.06,11288.06,0.0
10.10.2020 12:00:00.000,11288.06,11288.06,11288.06,11288.06,0.0
10.10.2020 11:00:00.000,11288.06,11288.06,11288.06,11288.06,0.0
10.10.2020 10:00:00.000,11399.89,11399.89,11288.01,11288.06,0.0181
10.10.2020 09:00:00.000,11399.98,11399.98,11399.88,11399.89,0.01108
10.10.2020 08:00:00.000,11399.98,11399.98,11399.98,11399.98,0.0
10.10.2020 07:00:00.000,11255,11400,10601.77,11399.98,0.2325
10.10.2020 06:00:00.000,11255,11255,11255,11255,0.0
10.10.2020 05:00:00.000,11255,11255,11255,11255,0.0
10.10.2020 04:00:00.000,11255,11255,11255,11255,0.0
10.10.2020 03:00:00.000,11255,11255,11255,11255,0.1121
10.10.2020 02:00:00.000,11097.76,11255,11097.76,11255,0.6032
10.10.2020 01:00:00.000,11097.76,11097.76,11097.76,11097.76,0.0
10.10.2020 00:00:00.000,11097.76,11097.76,11097.76,11097.76,0.0
09.10.2020 23:00:00.000,11097.76,11097.76,11097.76,11097.76,0.0
09.10.2020 22:00:00.000,11097.76,11097.76,11097.76,11097.76,0.0
09.10.2020 21:00:00.000,11097.76,11097.76,11097.76,11097.76,0.0
09.10.2020 20:00:00.000,11097.76,11097.76,11097.76,11097.76,0.0
09.10.2020 19:00:00.000,10954.89,11097.76,10954.89,11097.76,0.01518
09.10.2020 18:00:00.000,10954.89,10954.89,10954.89,10954.89,0.0
09.10.2020 17:00:00.000,10954.89,10954.89,10954.89,10954.89,0.0
09.10.2020 16:00:00.000,10954.89,10954.89,10954.89,10954.89,0.0
09.10.2020 15:00:00.000,10954.89,10954.89,10954.89,10954.89,0.0
09.10.2020 14:00:00.000,10954.89,10954.89,10954.89,10954.89,0.0
09.10.2020 13:00:00.000,10954.89,10954.89,10954.89,10954.89,0.0
09.10.2020 12:00:00.000,10954.89,10954.89,10954.89,10954.89,0.0
09.10.2020 11:00:00.000,10954.89,10954.89,10902.79,10954.89,0.00981
09.10.2020 10:00:00.000,10848.99,10954.89,10848.99,10954.89,0.0008042
09.10.2020 09:00:00.000,10848.99,10848.99,10848.99,10848.99,0.0
09.10.2020 08:00:00.000,10849,10849,10848.99,10848.99,0.002838
09.10.2020 07:00:00.000,10849,10849,10849,10849,0.0
09.10.2020 06:00:00.000,10850,10850,10849,10849,0.00618
09.10.2020 05:00:00.000,10850,10850,10850,10850,0.0
09.10.2020 04:00:00.000,10850,10850,10850,10850,0.01185
09.10.2020 03:00:00.000,10850,10850,10850,10850,0.0
09.10.2020 02:00:00.000,10850,10850,10850,10850,0.0551
09.10.2020 01:00:00.000,10850,10850,10850,10850,0.0
09.10.2020 00:00:00.000,10850,10850,10850,10850,0.02902
08.10.2020 23:00:00.000,10850,10850,10850,10850,0.01966
08.10.2020 22:00:00.000,10850,10850,10850,10850,0.1673
08.10.2020 21:00:00.000,10850,10850,10850,10850,0.0
08.10.2020 20:00:00.000,10850,10850,10850,10850,0.00837
08.10.2020 19:00:00.000,10850,10850,10850,10850,0.01445
08.10.2020 18:00:00.000,10555.01,10850,10555.01,10850,0.04097
08.10.2020 17:00:00.000,10841.16,10942.83,10555.01,10555.01,0.004241
08.10.2020 16:00:00.000,10841.16,10841.16,10841.16,10841.16,0.0
08.10.2020 15:00:00.000,10841.16,10841.16,10841.16,10841.16,0.0
08.10.2020 14:00:00.000,10709.27,10900,10709.27,10841.16,0.06173
08.10.2020 13:00:00.000,10626.02,10709.27,10626.02,10709.27,0.0009338
08.10.2020 12:00:00.000,10626.02,10626.02,10626.02,10626.02,0.0
08.10.2020 11:00:00.000,10626.02,10626.02,10626.02,10626.02,0.0
08.10.2020 10:00:00.000,10626.02,10626.02,10626.02,10626.02,0.0
08.10.2020 09:00:00.000,10626.02,10626.02,10626.02,10626.02,0.0
08.10.2020 08:00:00.000,10626.02,10626.02,10626.02,10626.02,0.0
08.10.2020 07:00:00.000,10632.94,10632.94,10626.02,10626.02,0.002817
08.10.2020 06:00:00.000,10632.94,10632.94,10632.94,10632.94,0.0
08.10.2020 05:00:00.000,10632.94,10632.94,10632.94,10632.94,0.0
08.10.2020 04:00:00.000,10632.94,10632.94,10632.94,10632.94,0.0
08.10.2020 03:00:00.000,10632.94,10632.94,10632.94,10632.94,0.0
08.10.2020 02:00:00.000,10632.94,10632.94,10632.94,10632.94,0.0
08.10.2020 01:00:00.000,10632.94,10632.94,10632.94,10632.94,0.0
08.10.2020 00:00:00.000,10632.94,10632.94,10632.94,10632.94,0.0
07.10.2020 23:00:00.000,10632.94,10632.94,10632.94,10632.94,0.0
07.10.2020 22:00:00.000,10632.94,10632.94,10632.94,10632.94,0.0
07.10.2020 21:00:00.000,10632.94,10632.94,10632.94,10632.94,0.0
07.10.2020 20:00:00.000,10632.94,10632.94,10632.94,10632.94,0.0
07.10.2020 19:00:00.000,10648.2,10648.2,10632.94,10632.94,0.00122
07.10.2020 18:00:00.000,10650.03,10650.03,10648.2,10648.2,0.008137
07.10.2020 17:00:00.000,10650.03,10650.03,10650.03,10650.03,0.0
07.10.2020 16:00:00.000,10650.03,10650.03,10650.03,10650.03,0.0
07.10.2020 15:00:00.000,10650.03,10650.03,10650.03,10650.03,0.0
07.10.2020 14:00:00.000,10650.03,10650.03,10650.03,10650.03,0.0
07.10.2020 13:00:00.000,10650.03,10650.03,10650.03,10650.03,0.0
07.10.2020 12:00:00.000,10650.03,10650.03,10650.03,10650.03,0.0
07.10.2020 11:00:00.000,10650.03,10650.03,10650.03,10650.03,0.0
07.10.2020 10:00:00.000,10650.03,10650.03,10650.03,10650.03,0.0
07.10.2020 09:00:00.000,10650.03,10650.03,10650.03,10650.03,0.0
07.10.2020 08:00:00.000,10650.03,10650.03,10650.03,10650.03,0.0
07.10.2020 07:00:00.000,10650.03,10650.03,10650.03,10650.03,0.0
07.10.2020 06:00:00.000,10601.44,10650.03,10601.44,10650.03,0.008137
07.10.2020 05:00:00.000,10555,10601.45,10555,10601.44,0.007071
07.10.2020 04:00:00.000,10555,10555,10555,10555,0.0
07.10.2020 03:00:00.000,10555,10555,10555,10555,0.0
07.10.2020 02:00:00.000,10555,10555,10555,10555,0.0
07.10.2020 01:00:00.000,10555,10555,10555,10555,0.0
07.10.2020 00:00:00.000,10555,10555,10555,10555,0.0
06.10.2020 23:00:00.000,10555,10555,10555,10555,0.0
06.10.2020 22:00:00.000,10555,10555,10555,10555,0.0
06.10.2020 21:00:00.000,10555,10555,10555,10555,0.0
06.10.2020 20:00:00.000,10639.91,10639.91,10555,10555,0.1687
06.10.2020 19:00:00.000,10784.83,10784.83,10639.91,10639.91,0.001269
06.10.2020 18:00:00.000,10671.3,10784.83,10671.3,10784.83,0.006415
